timestamp,soil_humidity,air_humidity,temperature,light,minutes_until_dry
2025-04-01 00:00:00,49.945925503294454,80.37344973123707,15.178142063468467,0.0,3565
2025-04-01 00:01:00,49.942332479839465,80.572942354252,13.940783806297846,0.0,3564
2025-04-01 00:02:00,49.93536520230879,77.42259199507573,15.154673945017914,0.0,3563
2025-04-01 00:03:00,49.92541898129461,74.68458046072537,16.08193048516301,0.0,3562
2025-04-01 00:04:00,49.9129934362274,79.604700698706,14.376745324731356,0.0,3561
2025-04-01 00:05:00,49.89861418563728,83.22569142174498,15.735545296074383,0.0,3560
2025-04-01 00:06:00,49.882766956859655,74.67272461923129,16.1629376909999,0.0,3559
2025-04-01 00:07:00,49.865859961073554,80.25086371606628,14.230781448722205,0.0,3558
2025-04-01 00:08:00,49.84821294893731,66.14787642482163,14.81974190705765,0.0,3557
2025-04-01 00:09:00,49.830067935023344,88.06478836485815,16.773139512703924,0.0,3556
2025-04-01 00:10:00,49.81161119862126,76.46917459514398,14.92993594760907,0.0,3555
2025-04-01 00:11:00,49.79299380815612,81.63547689274657,14.22343699484064,0.0,3554
2025-04-01 00:12:00,49.774345668243896,83.49067483679919,15.231357302102353,0.0,3553
2025-04-01 00:13:00,49.755782460028456,76.5517471167273,14.034718551400136,0.0,3552
2025-04-01 00:14:00,49.73740463391853,79.91313634659346,15.2071242411487,0.0,3551
2025-04-01 00:15:00,49.71929294343871,78.37311003775461,14.547067733278887,0.0,3550
2025-04-01 00:16:00,49.70150176982894,88.31204026499486,16.691973349539822,0.0,3549
2025-04-01 00:17:00,49.68405195150722,71.24812449581597,15.058265138693052,0.0,3548
2025-04-01 00:18:00,49.666925828068784,79.40628635803957,16.324872330608798,0.0,3547
2025-04-01 00:19:00,49.6500661835523,84.42291447362291,15.159173905011324,0.0,3546
2025-04-01 00:20:00,49.63338126604164,74.73008812271055,13.878409999671316,0.0,3545
2025-04-01 00:21:00,49.616756381757284,72.42743920313708,14.779662125091825,0.0,3544
2025-04-01 00:22:00,49.60006780778134,75.82230240580827,14.908753200394687,0.0,3543
2025-04-01 00:23:00,49.58319886243119,73.51692838733712,14.570245254417408,0.0,3542
2025-04-01 00:24:00,49.56605195325157,92.97827437538396,14.106138477746793,0.0,3541
2025-04-01 00:25:00,49.54855540919822,88.35247858719406,15.141832369830901,0.0,3540
2025-04-01 00:26:00,49.53066422020221,81.56673530729155,16.927737253208818,0.0,3539
2025-04-01 00:27:00,49.51235545169606,84.28780333421282,15.17336075434794,0.0,3538
2025-04-01 00:28:00,49.493623558313494,68.50259803113892,15.706262680712747,0.0,3537
2025-04-01 00:29:00,49.47447757080382,81.00819055091743,15.60101919109022,0.0,3536
2025-04-01 00:30:00,49.45494308729999,84.9219586286053,16.347162201365926,0.0,3535
2025-04-01 00:31:00,49.43506398775683,82.86311716138626,12.511343407053529,0.0,3534
2025-04-01 00:32:00,49.414906396641165,84.03882874960205,13.89346304822579,0.0,3533
2025-04-01 00:33:00,49.39455571989255,76.55970409895731,16.03770148825837,0.0,3532
2025-04-01 00:34:00,49.37410798823945,83.89350544952894,14.118299804380843,0.0,3531
2025-04-01 00:35:00,49.3536565670842,68.81113018161332,13.77795121984907,0.0,3530
2025-04-01 00:36:00,49.33327597167171,81.49800204010502,15.244975453302768,0.0,3529
2025-04-01 00:37:00,49.31301180753017,87.60869095595407,15.495475611865743,0.0,3528
2025-04-01 00:38:00,49.29287804046642,80.78551716211969,16.373454797305136,0.0,3527
2025-04-01 00:39:00,49.27286570460065,83.09708840291043,13.132081696658027,0.0,3526
2025-04-01 00:40:00,49.25295620152367,76.21434997325787,15.258214139276419,0.0,3525
2025-04-01 00:41:00,49.233136129919,73.82251963523848,14.657318029458743,0.0,3524
2025-04-01 00:42:00,49.21340450566366,79.6596124871596,15.729918909357238,0.0,3523
2025-04-01 00:43:00,49.19377137016542,84.80862685192483,15.19248324072945,0.0,3522
2025-04-01 00:44:00,49.17425012174816,80.57624466556521,15.619489855106256,0.0,3521
2025-04-01 00:45:00,49.154845339405874,85.38691319762658,15.199351204383149,0.0,3520
2025-04-01 00:46:00,49.13554459859442,83.29348303790306,13.691623289368584,0.0,3519
2025-04-01 00:47:00,49.11631931625615,77.09058347331101,15.551409511616672,0.0,3518
2025-04-01 00:48:00,49.09713183962866,73.83091340207048,14.850785995080226,0.0,3517
2025-04-01 00:49:00,49.07794993505047,81.08461796570931,16.779448743326416,0.0,3516
2025-04-01 00:50:00,49.05875789951851,86.64999951656081,15.348635910177089,0.0,3515
2025-04-01 00:51:00,49.03956222565081,82.46081588626872,15.936611156991798,0.0,3514
2025-04-01 00:52:00,49.02038897857096,85.78292968195682,13.743680503757899,0.0,3513
2025-04-01 00:53:00,49.00127334091143,81.58790849555264,14.697007205257963,0.0,3512
2025-04-01 00:54:00,48.98224716613006,79.47876767464236,15.302107029769697,0.0,3511
